establishment_id,sequence_num,establishment_type,region,days_since_last_inspection,prev_inspection_count,prev_violation_count,prev_critical_violation_count,prev_major_violation_count,prev_minor_violation_count,unresolved_violation_count,recurring_violation_count,temp_control_violation_count,sanitation_violation_count,pest_violation_count,failed_corrective_action_count,corrective_action_success_rate,target_serious_violation
est-004,7,Bakery,Richmond,39,6,13,2,3,1,1,2,2,3,0,1,0.8333333333333334,1
est-004,8,Bakery,Richmond,14,7,14,3,3,1,1,2,3,3,0,1,0.8571428571428571,1
est-005,2,School/College Cafeteria,North Beach,24,1,0,0,0,0,0,0,0,0,0,0,1.0,1
est-005,3,School/College Cafeteria,North Beach,82,2,2,0,1,0,0,0,0,1,0,0,1.0,0
est-005,4,School/College Cafeteria,North Beach,74,3,3,0,1,1,0,0,0,1,0,0,1.0,0
est-005,5,School/College Cafeteria,North Beach,81,4,4,0,1,2,0,0,0,1,0,0,1.0,0
est-005,6,School/College Cafeteria,North Beach,41,5,4,0,1,2,0,0,0,1,0,0,1.0,0
est-005,7,School/College Cafeteria,North Beach,102,6,4,0,1,2,0,0,0,1,0,0,1.0,1
est-005,8,School/College Cafeteria,North Beach,80,7,6,1,1,2,1,0,1,1,0,1,0.8571428571428571,1
est-006,2,Cafe,Haight,18,1,3,0,1,0,1,0,0,1,0,1,0.0,0
est-006,3,Cafe,Haight,44,2,4,0,1,1,1,0,0,1,0,1,0.5,1
est-006,4,Cafe,Haight,87,3,6,1,1,1,1,1,1,1,0,1,0.6666666666666666,1
est-006,5,Cafe,Haight,38,4,7,1,2,1,1,1,1,2,0,1,0.75,1
est-006,6,Cafe,Haight,107,5,10,2,2,1,1,2,2,2,0,1,0.8,1
est-006,7,Cafe,Haight,65,6,13,2,3,1,2,2,2,3,0,2,0.6666666666666666,1
est-006,8,Cafe,Haight,68,7,14,3,3,1,2,3,3,3,0,2,0.7142857142857143,1
est-007,2,Hotel,Mission District,25,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-007,3,Hotel,Mission District,35,2,0,0,0,0,0,0,0,0,0,0,1.0,0
est-007,4,Hotel,Mission District,65,3,0,0,0,0,0,0,0,0,0,0,1.0,0
est-007,5,Hotel,Mission District,14,4,1,0,0,1,0,0,0,0,0,0,1.0,0
est-007,6,Hotel,Mission District,114,5,2,0,0,2,0,0,0,0,0,0,1.0,0
est-007,7,Hotel,Mission District,103,6,3,0,0,3,0,0,0,0,0,0,1.0,0
est-007,8,Hotel,Mission District,85,7,3,0,0,3,0,0,0,0,0,0,1.0,0
est-008,2,Cafe,Financial District,83,1,0,0,0,0,0,0,0,0,0,0,1.0,1
est-008,3,Cafe,Financial District,81,2,2,1,0,0,0,0,1,0,0,0,1.0,1
est-008,4,Cafe,Financial District,100,3,5,2,0,0,0,1,2,0,0,0,1.0,0
est-008,5,Cafe,Financial District,86,4,5,2,0,0,0,1,2,0,0,0,1.0,1
est-008,6,Cafe,Financial District,86,5,8,3,0,0,0,2,3,0,0,0,1.0,1
est-008,7,Cafe,Financial District,64,6,10,4,0,0,1,2,4,0,0,1,0.8333333333333334,1
est-008,8,Cafe,Financial District,23,7,13,5,0,0,1,3,5,0,0,1,0.8571428571428571,1
est-009,2,Hotel,Nob Hill,58,1,1,0,0,1,0,0,0,0,0,0,1.0,0
est-009,3,Hotel,Nob Hill,61,2,1,0,0,1,0,0,0,0,0,0,1.0,0
est-009,4,Hotel,Nob Hill,83,3,1,0,0,1,0,0,0,0,0,0,1.0,0
est-009,5,Hotel,Nob Hill,117,4,1,0,0,1,0,0,0,0,0,0,1.0,0
est-009,6,Hotel,Nob Hill,118,5,2,0,0,2,0,0,0,0,0,0,1.0,0
est-009,7,Hotel,Nob Hill,27,6,2,0,0,2,0,0,0,0,0,0,1.0,0
est-009,8,Hotel,Nob Hill,28,7,3,0,0,3,0,0,0,0,0,0,1.0,0
est-010,2,Bakery,Financial District,40,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-010,3,Bakery,Financial District,78,2,0,0,0,0,0,0,0,0,0,0,1.0,0
est-010,4,Bakery,Financial District,20,3,0,0,0,0,0,0,0,0,0,0,1.0,1
est-010,5,Bakery,Financial District,56,4,2,0,1,0,1,0,0,1,0,1,0.75,0
est-010,6,Bakery,Financial District,47,5,2,0,1,0,1,0,0,1,0,1,0.8,1
est-010,7,Bakery,Financial District,23,6,4,1,1,0,2,1,1,1,0,2,0.6666666666666666,0
est-010,8,Bakery,Financial District,33,7,4,1,1,0,2,1,1,1,0,2,0.7142857142857143,1
est-011,2,School/College Cafeteria,Sunset,19,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-011,3,School/College Cafeteria,Sunset,45,2,1,0,0,1,0,0,0,0,0,0,1.0,0
est-011,4,School/College Cafeteria,Sunset,85,3,1,0,0,1,0,0,0,0,0,0,1.0,0
est-011,5,School/College Cafeteria,Sunset,93,4,1,0,0,1,0,0,0,0,0,0,1.0,0
est-011,6,School/College Cafeteria,Sunset,44,5,1,0,0,1,0,0,0,0,0,0,1.0,0
est-011,7,School/College Cafeteria,Sunset,117,6,1,0,0,1,0,0,0,0,0,0,1.0,1
est-011,8,School/College Cafeteria,Sunset,66,7,3,1,0,1,1,0,1,0,0,1,0.8571428571428571,0
est-012,2,Cafe,Financial District,18,1,1,0,0,1,0,0,0,0,0,0,1.0,0
est-012,3,Cafe,Financial District,118,2,2,0,0,2,0,0,0,0,0,0,1.0,0
est-012,4,Cafe,Financial District,119,3,2,0,0,2,0,0,0,0,0,0,1.0,0
est-012,5,Cafe,Financial District,17,4,3,0,0,3,0,0,0,0,0,0,1.0,0
est-012,6,Cafe,Financial District,49,5,3,0,0,3,0,0,0,0,0,0,1.0,0
est-012,7,Cafe,Financial District,49,6,3,0,0,3,0,0,0,0,0,0,1.0,0
est-012,8,Cafe,Financial District,100,7,3,0,0,3,0,0,0,0,0,0,1.0,0
est-013,2,Restaurant,Marina,47,1,1,0,0,1,0,0,0,0,0,0,1.0,1
est-013,3,Restaurant,Marina,91,2,4,1,0,1,1,0,1,0,0,1,0.5,0
est-013,4,Restaurant,Marina,87,3,5,1,0,2,1,0,1,0,0,1,0.6666666666666666,1
est-013,5,Restaurant,Marina,117,4,6,1,1,2,2,0,1,1,0,2,0.5,1
est-013,6,Restaurant,Marina,39,5,9,1,2,2,2,0,1,2,0,2,0.6,1
est-013,7,Restaurant,Marina,93,6,10,1,3,2,2,0,1,3,0,2,0.6666666666666666,1
est-013,8,Restaurant,Marina,53,7,11,1,4,2,3,0,1,4,0,3,0.5714285714285714,1
est-014,2,Food Truck,Richmond,86,1,1,0,0,1,0,0,0,0,0,0,1.0,0
est-014,3,Food Truck,Richmond,14,2,1,0,0,1,0,0,0,0,0,0,1.0,0
est-014,4,Food Truck,Richmond,114,3,2,0,0,2,0,0,0,0,0,0,1.0,0
est-014,5,Food Truck,Richmond,73,4,2,0,0,2,0,0,0,0,0,0,1.0,0
est-014,6,Food Truck,Richmond,79,5,2,0,0,2,0,0,0,0,0,0,1.0,0
est-014,7,Food Truck,Richmond,115,6,2,0,0,2,0,0,0,0,0,0,1.0,0
est-014,8,Food Truck,Richmond,50,7,2,0,0,2,0,0,0,0,0,0,1.0,0
est-015,2,Hospital Kitchen,Marina,53,1,1,0,0,1,0,0,0,0,0,0,1.0,1
est-015,3,Hospital Kitchen,Marina,92,2,2,1,0,1,0,1,1,0,0,0,1.0,0
est-015,4,Hospital Kitchen,Marina,67,3,3,1,0,2,0,1,1,0,0,0,1.0,0
est-015,5,Hospital Kitchen,Marina,105,4,3,1,0,2,0,1,1,0,0,0,1.0,0
est-015,6,Hospital Kitchen,Marina,45,5,3,1,0,2,0,1,1,0,0,0,1.0,1
est-015,7,Hospital Kitchen,Marina,27,6,6,2,0,2,0,1,2,0,0,0,1.0,0
est-015,8,Hospital Kitchen,Marina,116,7,7,2,0,3,0,1,2,0,0,0,1.0,0
est-016,2,Restaurant,Nob Hill,31,1,1,0,0,1,0,0,0,0,0,0,1.0,0
est-016,3,Restaurant,Nob Hill,85,2,1,0,0,1,0,0,0,0,0,0,1.0,0
est-016,4,Restaurant,Nob Hill,70,3,1,0,0,1,0,0,0,0,0,0,1.0,0
est-016,5,Restaurant,Nob Hill,78,4,1,0,0,1,0,0,0,0,0,0,1.0,0
est-016,6,Restaurant,Nob Hill,71,5,1,0,0,1,0,0,0,0,0,0,1.0,0
est-016,7,Restaurant,Nob Hill,74,6,1,0,0,1,0,0,0,0,0,0,1.0,0
est-016,8,Restaurant,Nob Hill,95,7,1,0,0,1,0,0,0,0,0,0,1.0,1
est-017,2,School/College Cafeteria,North Beach,24,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-017,3,School/College Cafeteria,North Beach,102,2,1,0,0,1,0,0,0,0,0,0,1.0,1
est-017,4,School/College Cafeteria,North Beach,67,3,2,1,0,1,0,1,1,0,0,0,1.0,1
est-017,5,School/College Cafeteria,North Beach,16,4,4,2,0,1,0,1,2,0,0,0,1.0,0
est-017,6,School/College Cafeteria,North Beach,62,5,4,2,0,1,0,1,2,0,0,0,1.0,1
est-017,7,School/College Cafeteria,North Beach,120,6,6,3,0,1,0,2,3,0,0,0,1.0,1
est-017,8,School/College Cafeteria,North Beach,42,7,9,3,1,1,0,2,3,1,0,0,1.0,1
est-018,2,Food Truck,SoMa,93,1,1,0,0,1,0,0,0,0,0,0,1.0,0
est-018,3,Food Truck,SoMa,89,2,1,0,0,1,0,0,0,0,0,0,1.0,0
est-018,4,Food Truck,SoMa,96,3,2,0,0,2,0,0,0,0,0,0,1.0,0
est-018,5,Food Truck,SoMa,37,4,2,0,0,2,0,0,0,0,0,0,1.0,1
est-018,6,Food Truck,SoMa,62,5,4,1,0,2,1,1,1,0,0,1,0.8,1
est-018,7,Food Truck,SoMa,83,6,6,2,0,2,2,2,2,0,0,2,0.6666666666666666,1
est-018,8,Food Truck,SoMa,19,7,8,3,0,2,2,3,3,0,0,2,0.7142857142857143,1
est-019,2,Bakery,Tenderloin,91,1,1,1,0,0,1,1,1,0,0,1,0.0,1
est-019,3,Bakery,Tenderloin,34,2,4,1,1,0,1,1,1,1,0,1,0.5,0
est-019,4,Bakery,Tenderloin,17,3,5,1,1,1,1,1,1,1,0,1,0.6666666666666666,0
est-019,5,Bakery,Tenderloin,62,4,5,1,1,1,1,1,1,1,0,1,0.75,1
est-019,6,Bakery,Tenderloin,45,5,8,2,1,1,1,1,2,1,0,1,0.8,1
est-019,7,Bakery,Tenderloin,29,6,10,2,2,1,1,1,2,2,0,1,0.8333333333333334,1
est-019,8,Bakery,Tenderloin,68,7,13,2,3,1,2,1,2,3,0,2,0.7142857142857143,1
est-020,2,Institutional Kitchen,Marina,120,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-020,3,Institutional Kitchen,Marina,36,2,1,0,0,1,0,0,0,0,0,0,1.0,0
est-020,4,Institutional Kitchen,Marina,48,3,1,0,0,1,0,0,0,0,0,0,1.0,0
est-020,5,Institutional Kitchen,Marina,113,4,1,0,0,1,0,0,0,0,0,0,1.0,0
est-020,6,Institutional Kitchen,Marina,107,5,1,0,0,1,0,0,0,0,0,0,1.0,0
est-020,7,Institutional Kitchen,Marina,45,6,1,0,0,1,0,0,0,0,0,0,1.0,0
est-020,8,Institutional Kitchen,Marina,71,7,2,0,0,2,0,0,0,0,0,0,1.0,0
est-021,2,Food Truck,Sunset,76,1,0,0,0,0,0,0,0,0,0,0,1.0,1
est-021,3,Food Truck,Sunset,49,2,2,1,0,0,0,0,1,0,0,0,1.0,0
est-021,4,Food Truck,Sunset,38,3,2,1,0,0,0,0,1,0,0,0,1.0,1
est-021,5,Food Truck,Sunset,74,4,5,2,0,0,1,0,2,0,0,1,0.75,1
est-021,6,Food Truck,Sunset,65,5,7,3,0,0,2,1,3,0,0,2,0.6,1
est-021,7,Food Truck,Sunset,84,6,9,3,1,0,3,1,3,1,0,3,0.5,1
est-021,8,Food Truck,Sunset,59,7,11,3,2,0,3,1,3,2,0,3,0.5714285714285714,1
est-022,2,Hospital Kitchen,Marina,37,1,0,0,0,0,0,0,0,0,0,0,1.0,1
est-022,3,Hospital Kitchen,Marina,81,2,3,1,0,0,0,0,1,0,0,0,1.0,0
est-022,4,Hospital Kitchen,Marina,120,3,3,1,0,0,0,0,1,0,0,0,1.0,1
est-022,5,Hospital Kitchen,Marina,30,4,4,2,0,0,0,1,2,0,0,0,1.0,1
est-022,6,Hospital Kitchen,Marina,110,5,5,3,0,0,1,1,3,0,0,1,0.8,1
est-022,7,Hospital Kitchen,Marina,37,6,6,4,0,0,1,2,4,0,0,1,0.8333333333333334,0
est-022,8,Hospital Kitchen,Marina,75,7,7,4,0,1,1,2,4,0,0,1,0.8571428571428571,1
est-023,2,Restaurant,SoMa,24,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-023,3,Restaurant,SoMa,111,2,1,0,0,1,0,0,0,0,0,0,1.0,0
est-023,4,Restaurant,SoMa,93,3,1,0,0,1,0,0,0,0,0,0,1.0,1
est-023,5,Restaurant,SoMa,89,4,4,1,0,1,1,0,1,0,0,1,0.75,0
est-023,6,Restaurant,SoMa,93,5,4,1,0,1,1,0,1,0,0,1,0.8,1
est-023,7,Restaurant,SoMa,47,6,7,2,0,1,1,0,2,0,0,1,0.8333333333333334,1
est-023,8,Restaurant,SoMa,66,7,8,3,0,1,2,0,3,0,0,2,0.7142857142857143,1
est-024,2,School/College Cafeteria,Tenderloin,114,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-024,3,School/College Cafeteria,Tenderloin,116,2,0,0,0,0,0,0,0,0,0,0,1.0,0
est-024,4,School/College Cafeteria,Tenderloin,83,3,0,0,0,0,0,0,0,0,0,0,1.0,0
est-024,5,School/College Cafeteria,Tenderloin,48,4,1,0,0,1,0,0,0,0,0,0,1.0,0
est-024,6,School/College Cafeteria,Tenderloin,35,5,2,0,0,2,0,0,0,0,0,0,1.0,0
est-024,7,School/College Cafeteria,Tenderloin,119,6,2,0,0,2,0,0,0,0,0,0,1.0,0
est-024,8,School/College Cafeteria,Tenderloin,29,7,3,0,0,3,0,0,0,0,0,0,1.0,0
est-025,2,Food Truck,Financial District,90,1,0,0,0,0,0,0,0,0,0,0,1.0,1
est-025,3,Food Truck,Financial District,17,2,2,0,1,0,0,0,0,1,0,0,1.0,1
est-025,4,Food Truck,Financial District,16,3,5,0,2,0,0,0,0,2,0,0,1.0,0
est-025,5,Food Truck,Financial District,48,4,5,0,2,0,0,0,0,2,0,0,1.0,0
est-025,6,Food Truck,Financial District,36,5,5,0,2,0,0,0,0,2,0,0,1.0,0
est-025,7,Food Truck,Financial District,49,6,5,0,2,0,0,0,0,2,0,0,1.0,1
est-025,8,Food Truck,Financial District,74,7,8,1,2,0,0,0,1,2,0,0,1.0,1
est-026,2,Food Truck,Tenderloin,111,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-026,3,Food Truck,Tenderloin,54,2,0,0,0,0,0,0,0,0,0,0,1.0,1
est-026,4,Food Truck,Tenderloin,79,3,1,0,1,0,0,0,0,1,0,0,1.0,0
est-026,5,Food Truck,Tenderloin,83,4,2,0,1,1,0,0,0,1,0,0,1.0,0
est-026,6,Food Truck,Tenderloin,80,5,3,0,1,2,0,0,0,1,0,0,1.0,0
est-026,7,Food Truck,Tenderloin,94,6,3,0,1,2,0,0,0,1,0,0,1.0,1
est-026,8,Food Truck,Tenderloin,70,7,4,1,1,2,0,0,1,1,0,0,1.0,0
est-027,2,Restaurant,Haight,42,1,1,1,0,0,0,1,1,0,0,0,1.0,0
est-027,3,Restaurant,Haight,73,2,1,1,0,0,0,1,1,0,0,0,1.0,0
est-027,4,Restaurant,Haight,33,3,1,1,0,0,0,1,1,0,0,0,1.0,1
est-027,5,Restaurant,Haight,75,4,4,2,0,0,0,1,2,0,0,0,1.0,0
est-027,6,Restaurant,Haight,84,5,5,2,0,1,0,1,2,0,0,0,1.0,1
est-027,7,Restaurant,Haight,31,6,6,2,1,1,0,1,2,1,0,0,1.0,0
est-027,8,Restaurant,Haight,115,7,7,2,1,2,0,1,2,1,0,0,1.0,1
est-028,2,Restaurant,Financial District,71,1,3,1,0,0,0,0,1,0,0,0,1.0,1
est-028,3,Restaurant,Financial District,55,2,5,2,0,0,1,0,2,0,0,1,0.5,1
est-028,4,Restaurant,Financial District,66,3,8,3,0,0,1,1,3,0,0,1,0.6666666666666666,1
est-028,5,Restaurant,Financial District,98,4,11,4,0,0,2,1,4,0,0,2,0.5,1
est-028,6,Restaurant,Financial District,18,5,14,4,1,0,2,1,4,1,0,2,0.6,1
est-028,7,Restaurant,Financial District,26,6,17,5,1,0,2,2,5,1,0,2,0.6666666666666666,1
est-028,8,Restaurant,Financial District,33,7,19,6,1,0,2,3,6,1,0,2,0.7142857142857143,1
est-029,2,Hospital Kitchen,Nob Hill,111,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-029,3,Hospital Kitchen,Nob Hill,93,2,0,0,0,0,0,0,0,0,0,0,1.0,1
est-029,4,Hospital Kitchen,Nob Hill,43,3,3,0,1,0,1,0,0,1,0,1,0.6666666666666666,0
est-029,5,Hospital Kitchen,Nob Hill,26,4,3,0,1,0,1,0,0,1,0,1,0.75,0
est-029,6,Hospital Kitchen,Nob Hill,26,5,3,0,1,0,1,0,0,1,0,1,0.8,1
est-029,7,Hospital Kitchen,Nob Hill,21,6,6,1,1,0,2,1,1,1,0,2,0.6666666666666666,1
est-029,8,Hospital Kitchen,Nob Hill,101,7,8,2,1,0,2,2,2,1,0,2,0.7142857142857143,1
est-030,2,Cafe,Tenderloin,95,1,1,0,0,1,0,0,0,0,0,0,1.0,1
est-030,3,Cafe,Tenderloin,73,2,3,0,1,1,0,0,0,1,0,0,1.0,0
est-030,4,Cafe,Tenderloin,34,3,3,0,1,1,0,0,0,1,0,0,1.0,1
est-030,5,Cafe,Tenderloin,68,4,5,0,2,1,1,0,0,2,0,1,0.75,0
est-030,6,Cafe,Tenderloin,52,5,5,0,2,1,1,0,0,2,0,1,0.8,1
est-030,7,Cafe,Tenderloin,62,6,7,0,3,1,2,0,0,3,0,2,0.6666666666666666,1
est-030,8,Cafe,Tenderloin,120,7,10,1,3,1,3,0,1,3,0,3,0.5714285714285714,1
est-031,2,Restaurant,Haight,50,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-031,3,Restaurant,Haight,116,2,1,0,0,1,0,0,0,0,0,0,1.0,1
est-031,4,Restaurant,Haight,112,3,4,1,0,1,0,1,1,0,0,0,1.0,0
est-031,5,Restaurant,Haight,94,4,4,1,0,1,0,1,1,0,0,0,1.0,1
est-031,6,Restaurant,Haight,70,5,7,1,1,1,1,1,1,1,0,1,0.8,1
est-031,7,Restaurant,Haight,51,6,9,1,2,1,2,1,1,2,0,2,0.6666666666666666,1
est-031,8,Restaurant,Haight,60,7,11,2,2,1,2,2,2,2,0,2,0.7142857142857143,1
est-032,2,Institutional Kitchen,Financial District,73,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-032,3,Institutional Kitchen,Financial District,42,2,1,0,0,1,0,0,0,0,0,0,1.0,0
est-032,4,Institutional Kitchen,Financial District,64,3,1,0,0,1,0,0,0,0,0,0,1.0,0
est-032,5,Institutional Kitchen,Financial District,60,4,1,0,0,1,0,0,0,0,0,0,1.0,1
est-032,6,Institutional Kitchen,Financial District,100,5,3,1,0,1,0,0,1,0,0,0,1.0,0
est-032,7,Institutional Kitchen,Financial District,62,6,4,1,0,2,0,0,1,0,0,0,1.0,0
est-032,8,Institutional Kitchen,Financial District,27,7,4,1,0,2,0,0,1,0,0,0,1.0,0
est-033,2,Hospital Kitchen,Haight,73,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-033,3,Hospital Kitchen,Haight,66,2,0,0,0,0,0,0,0,0,0,0,1.0,1
est-033,4,Hospital Kitchen,Haight,77,3,1,0,1,0,1,0,0,1,0,1,0.6666666666666666,1
est-033,5,Hospital Kitchen,Haight,72,4,2,0,2,0,2,0,0,2,0,2,0.5,1
est-033,6,Hospital Kitchen,Haight,89,5,5,0,3,0,2,0,0,3,0,2,0.6,1
est-033,7,Hospital Kitchen,Haight,120,6,6,0,4,0,2,0,0,4,0,2,0.6666666666666666,1
est-033,8,Hospital Kitchen,Haight,102,7,8,0,5,0,3,0,0,5,0,3,0.5714285714285714,1
est-034,2,Hospital Kitchen,Nob Hill,64,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-034,3,Hospital Kitchen,Nob Hill,119,2,0,0,0,0,0,0,0,0,0,0,1.0,0
est-034,4,Hospital Kitchen,Nob Hill,96,3,0,0,0,0,0,0,0,0,0,0,1.0,0
est-034,5,Hospital Kitchen,Nob Hill,20,4,0,0,0,0,0,0,0,0,0,0,1.0,0
est-034,6,Hospital Kitchen,Nob Hill,30,5,1,0,0,1,0,0,0,0,0,0,1.0,0
est-034,7,Hospital Kitchen,Nob Hill,120,6,2,0,0,2,0,0,0,0,0,0,1.0,0
est-034,8,Hospital Kitchen,Nob Hill,41,7,3,0,0,3,0,0,0,0,0,0,1.0,0
est-035,2,Bakery,Haight,30,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-035,3,Bakery,Haight,28,2,0,0,0,0,0,0,0,0,0,0,1.0,0
est-035,4,Bakery,Haight,15,3,1,0,0,1,0,0,0,0,0,0,1.0,0
est-035,5,Bakery,Haight,89,4,1,0,0,1,0,0,0,0,0,0,1.0,0
est-035,6,Bakery,Haight,20,5,2,0,0,2,0,0,0,0,0,0,1.0,0
est-035,7,Bakery,Haight,28,6,2,0,0,2,0,0,0,0,0,0,1.0,0
est-035,8,Bakery,Haight,113,7,2,0,0,2,0,0,0,0,0,0,1.0,0
est-036,2,Institutional Kitchen,Nob Hill,114,1,1,0,0,1,0,0,0,0,0,0,1.0,0
est-036,3,Institutional Kitchen,Nob Hill,52,2,1,0,0,1,0,0,0,0,0,0,1.0,0
est-036,4,Institutional Kitchen,Nob Hill,21,3,1,0,0,1,0,0,0,0,0,0,1.0,0
est-036,5,Institutional Kitchen,Nob Hill,68,4,1,0,0,1,0,0,0,0,0,0,1.0,0
est-036,6,Institutional Kitchen,Nob Hill,70,5,1,0,0,1,0,0,0,0,0,0,1.0,1
est-036,7,Institutional Kitchen,Nob Hill,93,6,2,1,0,1,1,1,1,0,0,1,0.8333333333333334,1
est-036,8,Institutional Kitchen,Nob Hill,90,7,5,1,1,1,2,1,1,1,0,2,0.7142857142857143,1
est-037,2,Hotel,Nob Hill,43,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-037,3,Hotel,Nob Hill,65,2,0,0,0,0,0,0,0,0,0,0,1.0,0
est-037,4,Hotel,Nob Hill,68,3,1,0,0,1,0,0,0,0,0,0,1.0,0
est-037,5,Hotel,Nob Hill,33,4,2,0,0,2,0,0,0,0,0,0,1.0,0
est-037,6,Hotel,Nob Hill,25,5,2,0,0,2,0,0,0,0,0,0,1.0,0
est-037,7,Hotel,Nob Hill,26,6,3,0,0,3,0,0,0,0,0,0,1.0,0
est-037,8,Hotel,Nob Hill,30,7,3,0,0,3,0,0,0,0,0,0,1.0,0
est-038,2,Hospital Kitchen,Marina,106,1,3,0,1,0,0,0,0,1,0,0,1.0,1
est-038,3,Hospital Kitchen,Marina,87,2,5,0,2,0,1,0,0,2,0,1,0.5,1
est-038,4,Hospital Kitchen,Marina,27,3,6,0,3,0,2,0,0,3,0,2,0.3333333333333333,1
est-038,5,Hospital Kitchen,Marina,117,4,9,1,3,0,2,0,1,3,0,2,0.5,1
est-038,6,Hospital Kitchen,Marina,92,5,12,1,4,0,2,0,1,4,0,2,0.6,1
est-038,7,Hospital Kitchen,Marina,48,6,15,2,4,0,2,0,2,4,0,2,0.6666666666666666,1
est-038,8,Hospital Kitchen,Marina,57,7,17,2,5,0,3,0,2,5,0,3,0.5714285714285714,1
est-039,2,Food Truck,Marina,25,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-039,3,Food Truck,Marina,67,2,1,0,0,1,0,0,0,0,0,0,1.0,0
est-039,4,Food Truck,Marina,53,3,2,0,0,2,0,0,0,0,0,0,1.0,0
est-039,5,Food Truck,Marina,86,4,2,0,0,2,0,0,0,0,0,0,1.0,0
est-039,6,Food Truck,Marina,33,5,2,0,0,2,0,0,0,0,0,0,1.0,1
est-039,7,Food Truck,Marina,68,6,5,1,0,2,0,1,1,0,0,0,1.0,1
est-039,8,Food Truck,Marina,58,7,7,2,0,2,0,2,2,0,0,0,1.0,1
est-040,2,School/College Cafeteria,Mission District,14,1,0,0,0,0,0,0,0,0,0,0,1.0,0
est-040,3,School/College Cafeteria,Mission District,112,2,0,0,0,0,0,0,0,0,0,0,1.0,1
est-040,4,School/College Cafeteria,Mission District,69,3,2,1,0,0,0,1,1,0,0,0,1.0,1
est-040,5,School/College Cafeteria,Mission District,99,4,4,2,0,0,0,2,2,0,0,0,1.0,1
est-040,6,School/College Cafeteria,Mission District,72,5,5,3,0,0,0,2,3,0,0,0,1.0,0
